0.459;1
2.592;4
2.792;-4
2.892;4
3.208;-1
4.225;1
4.759;-4
4.909;4
6.759;-4
8.459;-1
8.459;4
8.892;1
9.709;-4
9.726;4
10.159;-4
10.625;4
10.859;-4
11.209;3
11.392;-3
12.059;4
12.076;-1
13.692;1
15.709;-4
15.709;3
17.409;-3
17.409;4
21.659;-4
23.592;4
25.476;-4
26.609;-1
27.442;4
27.742;1
28.459;-1
29.042;1
29.776;-1
29.959;1
31.076;-4
31.076;3
32.576;-1
32.593;-3
33.159;4
34.959;-4
